Date,HSBC,China Mobile,CLP Holdings,China Construction Bank,Haier Smart Home,Xiaomi Corporation
2022-04-20,53.95000076293945,55.0,76.25,5.71999979019165,26.450000762939453,12.020000457763672
2022-04-21,55.0,54.25,77.25,5.71999979019165,26.100000381469727,11.520000457763672
2022-04-22,54.150001525878906,54.150001525878906,76.9000015258789,5.690000057220459,26.850000381469727,11.619999885559082
2022-04-25,51.650001525878906,52.29999923706055,77.6500015258789,5.550000190734863,25.350000381469727,10.920000076293945
2022-04-26,49.5,51.900001525878906,77.69999694824219,5.5,25.600000381469727,10.859999656677246
2022-04-27,48.099998474121094,51.650001525878906,76.94999694824219,5.480000019073486,25.450000762939453,11.199999809265137
2022-04-28,48.849998474121094,52.20000076293945,76.94999694824219,5.599999904632568,26.649999618530273,11.359999656677246
2022-04-29,48.54999923706055,52.400001525878906,76.5,5.590000152587891,28.399999618530273,12.199999809265137
2022-05-03,49.79999923706055,52.0,76.80000305175781,5.639999866485596,30.0,11.65999984741211
2022-05-04,50.75,51.70000076293945,76.9000015258789,5.659999847412109,29.5,11.380000114440918
2022-05-05,50.45000076293945,51.5,76.6500015258789,5.599999904632568,28.549999237060547,11.579999923706055
2022-05-06,49.0,51.25,76.0,5.5,26.899999618530273,11.100000381469727
2022-05-10,48.45000076293945,51.0,75.94999694824219,5.5,26.649999618530273,10.819999694824219
2022-05-11,48.400001525878906,51.04999923706055,75.9000015258789,5.5,26.149999618530273,11.0
2022-05-12,46.75,50.20000076293945,75.75,5.389999866485596,26.0,10.359999656677246
2022-05-13,47.75,51.099998474121094,76.0999984741211,5.460000038146973,26.700000762939453,11.039999961853027
2022-05-16,47.900001525878906,51.349998474121094,76.1500015258789,5.46999979019165,26.350000381469727,11.119999885559082
2022-05-17,48.599998474121094,51.5,76.75,5.489999771118164,26.850000381469727,11.720000267028809
2022-05-18,48.349998474121094,52.599998474121094,77.05000305175781,5.489999771118164,27.5,11.65999984741211
2022-05-19,47.54999923706055,52.04999923706055,77.05000305175781,5.489999771118164,25.950000762939453,11.079999923706055
2022-05-20,48.45000076293945,52.45000076293945,78.4000015258789,5.610000133514404,27.350000381469727,11.739999771118164
2022-05-23,48.45000076293945,52.5,78.55000305175781,5.610000133514404,26.399999618530273,11.5
2022-05-24,49.400001525878906,52.900001525878906,78.55000305175781,5.610000133514404,25.399999618530273,11.15999984741211
2022-05-25,50.95000076293945,51.0,78.80000305175781,5.659999847412109,26.0,11.220000267028809
2022-05-26,51.20000076293945,50.25,79.0,5.679999828338623,26.049999237060547,11.300000190734863
2022-05-27,51.95000076293945,50.599998474121094,79.5,5.809999942779541,26.600000381469727,11.600000381469727
2022-05-30,52.400001525878906,50.650001525878906,79.0999984741211,5.829999923706055,27.200000762939453,12.020000457763672
2022-05-31,52.099998474121094,50.650001525878906,78.25,5.840000152587891,27.950000762939453,12.140000343322754
2022-06-01,52.5,50.45000076293945,77.3499984741211,5.809999942779541,27.299999237060547,12.15999984741211
2022-06-02,52.29999923706055,50.599998474121094,77.69999694824219,5.739999771118164,27.350000381469727,11.960000038146973
2022-06-06,52.650001525878906,50.54999923706055,77.5999984741211,5.820000171661377,27.399999618530273,12.34000015258789
2022-06-07,51.75,50.20000076293945,76.94999694824219,5.71999979019165,26.700000762939453,12.140000343322754
2022-06-08,51.25,50.150001525878906,76.5,5.650000095367432,26.25,12.579999923706055
2022-06-09,50.599998474121094,50.20000076293945,75.80000305175781,5.639999866485596,25.799999237060547,12.180000305175781
2022-06-10,49.95000076293945,50.0,75.75,5.590000152587891,25.75,12.180000305175781
2022-06-13,48.70000076293945,49.45000076293945,75.55000305175781,5.550000190734863,25.100000381469727,11.720000267028809
2022-06-14,49.54999923706055,49.349998474121094,75.5,5.539999961853027,25.25,11.539999961853027
2022-06-15,49.900001525878906,49.849998474121094,74.4000015258789,5.570000171661377,25.850000381469727,11.880000114440918
2022-06-16,49.79999923706055,49.25,73.3499984741211,5.5,25.399999618530273,11.460000038146973
2022-06-17,49.650001525878906,49.79999923706055,72.8499984741211,5.510000228881836,26.350000381469727,11.800000190734863
2022-06-20,49.54999923706055,49.45000076293945,72.55000305175781,5.5,26.700000762939453,11.800000190734863
2022-06-21,51.400001525878906,49.75,67.4000015258789,5.650000095367432,27.25,12.0
2022-06-22,50.650001525878906,49.29999923706055,65.5999984741211,5.570000171661377,26.549999237060547,11.619999885559082
2022-06-23,50.650001525878906,49.04999923706055,65.0,5.590000152587891,26.450000762939453,11.84000015258789
2022-06-24,50.79999923706055,48.79999923706055,65.19999694824219,5.590000152587891,27.899999618530273,12.220000267028809
